Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
14600,50,56.01,56.1,49.9,49.8,65.31,65.1,70.91,70.6,69.54,65.2,55.66,56.14,62.45,15.35,48.29,-1.195,54.81,51.65,4.314,1.16,42.53,4.53,0.7761,267.3,215.1,8,3.8,41.8,36.9,74.1,78,5.7,47.8,6,110.3,36,40.9,49,47,15.66,7.132,9.926,20,0,112,109.4,131.5,93.5,5.5,6.3,50,0,100,80,56,56,48,55.16,62.33,58.41,57.41,51.34,103.5,-18.6,6.109999999999999,5.599999999999994,Normal,100,7
14600,50,55.97,56.3,49.9,49.8,65.31,65.3,70.87,70.6,69.54,65.2,55.7,56.1,62.11,14.92,48.38,-1.198,54.49,52.07,3.583,1.161,42.51,4.507,0.7801,267.8,215.3,8.2,3.5,41.8,36.9,74.1,77.5,6,47.8,6,110.3,36,40.6,49,47,15.71,7.196,9.926,20,0,112,109.4,133.5,95.5,5.3,6.3,50,0,100,80,56,56,52,55.16,62.37,58.45,57.37,49.62,79.45,-20.39,6.07,5.560000000000002,Normal,100,7
14700,50,56.01,56,49.94,50,65.31,65.1,70.91,70.8,69.54,65.2,55.7,56.1,62.73,15.42,48.51,-1.201,54.2,51.43,3.564,0.7894,42.51,4.483,0.7843,268.5,214.2,8,3.6,42,37.1,74.4,78,5.8,47.8,6.2,110.3,35.9,41.3,49,47,12.54,5.684,9.926,20,0,112.2,109.2,132,94.4,5.7,6,50,0,100,80,56,56,48,55.16,62.46,58.41,57.37,50.7,82.14,-16.16,6.07,5.599999999999994,Normal,100,7
14700,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.6,69.54,65.2,55.7,56.1,61.78,15.3,48.13,-1.646,54.51,51.72,3.584,0.7939,42.53,4.506,0.7802,266.4,215.4,8,3.6,41.8,36.9,74.4,78,6,47.8,5.8,110.3,35.9,40.9,49,47,16.97,7.811,9.926,20,0,112.2,109.2,133,95.4,5.7,6.3,50,0,100,80,56,56,48,55.12,62.46,58.45,57.37,50.02,79.48,-19.88,6.07,5.560000000000002,Normal,100,7
14700,50,55.97,56.1,49.94,50,65.35,65.1,70.95,70.8,69.49,65.2,55.7,56.1,62.46,16.27,47.85,-1.652,53.83,51.42,3.563,1.155,42.45,4.458,0.7886,267.3,214.1,8.2,3.3,41.6,36.7,74.1,77.5,5.5,47.8,6,110.1,36.2,40.9,49,47,12.09,5.504,9.926,20,0,112.2,109.4,130,92.1,5.7,6.1,50,0,100,80,56,56,48,55.16,62.37,58.45,57.37,54.09,79.02,-19.96,6.030000000000001,5.6000000000000085,Normal,100,7
14700,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.6,69.54,65.2,55.7,56.1,61.97,15.35,48.28,-1.651,54.41,51.62,3.577,0.7924,42.48,4.503,0.7808,267.2,215,8.5,3.5,41.8,36.6,74.1,77.5,5.7,47.8,6.3,110.1,36.2,40.8,49,47,15.89,7.291,9.926,20,0,112.2,109.4,133,95,5.3,6.1,50,0,100,80,56,56,48,55.2,62.33,58.41,57.37,51.61,82.45,-18.52,6.07,5.560000000000002,Normal,100,7
14700,50,56.01,56.1,49.94,49.8,65.31,65.1,70.95,70.6,69.54,65.2,55.66,56.1,63.2,15.88,48.52,-1.201,54.37,51.22,3.942,0.7919,42.5,4.498,0.7816,268.5,214.8,8.2,3.8,41.8,36.9,74.4,78,6,47.8,6,110.1,35.7,41.1,49,47,11.46,5.159,9.926,20,0,112,109.4,132.5,94.6,5.5,6.1,50,0,100,80,56,56,48,55.16,62.37,58.41,57.41,52.81,94.57,-14.97,6.07,5.640000000000001,Normal,100,7
14700,50,56.01,56.3,49.94,50,65.35,65.1,70.91,70.6,69.49,65.2,55.7,56.1,62.16,15.85,47.97,-1.656,54.49,51.7,3.583,0.7936,42.47,4.512,0.7793,268,215.3,8.2,3.8,41.8,36.9,74.4,78,5.8,47.8,6.2,110.1,35.7,40.6,49,47,15.5,7.092,9.926,20,0,112,109.4,134.5,96.6,5.3,6.5,50,0,100,80,56,56,48,55.16,62.37,58.41,57.37,52.7,82.58,-20.88,6.07,5.560000000000002,Normal,100,7
14700,50,56.01,56.3,49.94,50,65.35,65.1,70.91,70.8,69.54,65.24,55.66,56.1,62.41,15.46,48.16,-1.203,54.76,51.59,3.97,0.7976,42.49,4.532,0.7758,269.1,216.4,8.2,3.6,41.8,36.9,74.4,78,5.7,47.8,6,110.1,35.9,41.1,49,47,15.59,7.106,9.926,20,0,112.2,109.2,132,95.6,5.8,6.1,50,0,100,80,56,56,48,55.16,62.46,58.45,57.41,50.81,91.5,-19.17,6.07,5.560000000000002,Normal,100,7
14700,50,56.01,56.1,49.9,49.8,65.35,65.3,70.95,70.6,69.54,65.24,55.7,56.1,62.47,15.81,47.85,-1.196,55.14,52.34,3.601,0.7977,42.48,4.564,0.7704,267.4,216.4,8,3.5,42,37.1,74.1,77.5,5.5,47.8,6.2,110.1,36,40.6,49,47,16.72,7.612,9.926,20,0,112.2,109.2,133.5,95.6,5.5,6.1,50,0,100,80,56,56,52,55.16,62.46,58.45,57.41,51.99,83,-25.07,6.109999999999999,5.6000000000000085,Normal,100,7
14700,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.8,69.58,65.24,55.74,56.14,62.3,14.97,48.53,-1.201,54.55,52.13,3.587,1.162,42.51,4.512,0.7793,268.6,215.5,8.2,3.8,42,36.9,74.1,77.5,6,48,6.2,110.3,36.2,41.1,49,47,15.28,6.976,9.926,20,0,112.4,109.2,132.5,94.9,5.5,6.1,50,0,100,80,56,56,48,55.16,62.46,58.45,57.41,49.21,82.67,-19.92,6.07,5.560000000000002,Normal,100,7
14700,50,56.01,56.1,49.9,49.8,65.35,65,70.91,70.8,69.58,65.24,55.7,56.14,62.47,15.01,48.66,-1.204,54.87,52.08,3.951,1.161,42.51,4.538,0.7748,269.3,215.3,8.2,3.5,41.8,36.9,74.1,77.5,5.7,48,6,110.3,36,40.6,49,47,15.78,7.186,9.926,20,0,112.2,109.2,133,94.8,5.8,6.1,50,0,100,80,56,56,48,55.2,62.46,58.45,57.41,49.63,91.06,-18.9,6.109999999999999,5.560000000000002,Normal,100,7
14800,50,56.01,56.1,49.9,49.8,65.35,65,70.95,70.6,69.54,65.24,55.74,56.1,62.71,15.87,48.04,-1.2,54.93,52.5,3.22,0.7946,42.46,4.549,0.773,268.4,215.6,8.2,3.5,41.6,36.7,74.1,77.5,5.7,48,6.4,110.1,36.2,41.1,49,47,15.1,6.847,9.926,20,0,112.2,109.2,133,95.1,5.3,6.3,50,0,100,80,56,56,48,55.2,62.37,58.41,57.41,53.08,77.25,-24.96,6.109999999999999,5.6000000000000085,Normal,100,7
14800,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.8,69.54,65.24,55.74,56.14,62.22,15.41,48.01,-1.2,54.63,52.2,3.592,1.164,42.52,4.518,0.7783,268.3,215.8,8,3.8,41.8,37.1,74.1,77.5,5.7,48,6,110.3,36,41.3,49,47,15.83,7.235,9.926,20,0,112.2,109.4,132.5,94.8,5.7,6.1,50,0,100,80,56,56,48,55.16,62.29,58.45,57.41,51.82,82.79,-23.41,6.07,5.560000000000002,Normal,100,7
14800,50,56.01,56.1,49.9,50,65.31,65.1,70.91,70.6,69.54,65.2,55.7,56.1,62.83,15.45,48.59,-1.203,55,52.21,3.592,0.7957,42.51,4.549,0.7729,268.9,215.9,8,3.8,42,37.1,74.4,78,5.8,47.8,5.8,110.3,35.9,40.4,49,47,15,6.791,9.926,20,0,112.2,109.4,133,95.1,5.5,6.1,50,0,100,80,56,56,48,55.2,62.33,58.45,57.41,51.94,82.8,-20.04,6.109999999999999,5.599999999999994,Normal,100,7
14800,50,56.01,56.1,49.9,49.8,65.35,65.1,70.91,70.8,69.58,65.24,55.7,56.1,62.07,14.91,48.35,-1.197,54.9,52.1,3.585,0.7941,42.48,4.544,0.7738,267.6,215.4,8,3.6,41.8,36.9,74.4,78,5.7,48,6,109.8,36,40.8,49,47,17.26,7.91,9.926,20,0,112,109.4,131.5,93.3,5.7,6.3,50,0,100,80,56,56,48,55.16,62.42,58.41,57.41,49.31,86.02,-20.78,6.109999999999999,5.560000000000002,Normal,100,7
14800,50,55.97,56.1,49.9,50.1,65.31,65.1,70.91,70.8,69.58,65.24,55.7,56.1,62.51,14.91,48.34,-0.7399,54.62,52.19,3.591,1.164,42.51,4.517,0.7783,267.5,215.8,8,3.8,41.8,37.1,74.4,78,6,47.8,5.8,110.1,35.7,40.9,49,47,14.76,6.714,9.926,20,0,112,109.4,134,96,5.7,6.1,50,0,100,80,56,56,48,55.2,62.42,58.41,57.41,49.58,86.16,-21.31,6.07,5.599999999999994,Normal,100,7
14800,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.8,69.58,65.24,55.7,56.14,62.27,14.96,48.5,-1.201,54.66,51.86,3.963,1.165,42.5,4.522,0.7776,268.5,216,8.2,3.6,41.8,36.9,74.1,78,5.5,48,6.4,110.1,36,41.3,49,47,15.76,7.198,9.926,20,0,112.2,109.4,132.5,94.9,5.5,6.1,50,0,100,80,56,56,48,55.16,62.46,58.45,57.37,49.19,87.87,-18.58,6.07,5.560000000000002,Normal,100,7
14800,50,56.01,56.1,49.94,50,65.35,65.3,70.91,70.8,69.58,65.24,55.7,56.1,61.41,14.76,47.84,-1.184,54.45,51.66,3.58,0.793,42.47,4.507,0.7801,264.8,215.1,8.2,3.3,41.8,36.9,74.1,77.5,5.5,47.8,6,110.3,36.2,40.6,49,47,17.98,8.325,9.926,20,0,112,109.4,134,96,5.7,6.1,50,0,100,80,56,56,52,55.2,62.5,58.41,57.41,48.51,85.89,-21.13,6.07,5.560000000000002,Normal,100,7
14800,50,56.01,56.3,49.94,49.8,65.35,65.3,70.91,70.6,69.58,65.24,55.74,56.1,62.14,14.93,48.4,-1.198,54.66,52.23,3.226,0.7961,42.49,4.523,0.7773,267.9,216,8.4,3.5,41.6,36.7,74.4,77.5,6,47.8,6.2,110.3,35.7,40.8,49,47,16.2,7.414,9.926,20,0,112,109.4,133,95,5.5,6.3,50,0,100,80,56,56,52,55.16,62.46,58.45,57.41,49.09,74.34,-21.17,6.07,5.560000000000002,Normal,100,7
14800,50,56.01,56.1,49.94,49.8,65.31,65.1,70.91,70.6,69.58,65.24,55.74,56.14,62.97,15.02,48.69,-0.7454,54.79,52.35,3.603,1.167,42.53,4.529,0.7763,269.5,216.5,8.2,3.8,41.8,36.9,74.4,78,5.7,47.8,6,110.1,35.7,40.6,49,47,13.77,6.221,9.926,20,0,112.2,109.2,132,94,5.3,6.1,50,0,100,80,56,56,48,55.2,62.5,58.45,57.37,49.38,79.88,-20.25,6.07,5.599999999999994,Normal,100,7
14800,50,56.01,56.3,49.94,49.8,65.35,65.1,70.95,70.6,69.54,65.24,55.7,56.14,62.68,15.87,48.01,-1.2,54.44,51.65,3.947,1.16,42.47,4.508,0.78,268.3,215.1,8.2,3.5,41.8,36.9,74.1,77.5,6,47.8,5.8,110.1,35.7,40.4,49,47,13.5,6.128,9.926,20,0,112.2,109.2,134,96.4,5.5,6.3,50,0,100,80,56,56,48,55.24,62.37,58.45,57.41,53.36,90.96,-20.35,6.07,5.6000000000000085,Normal,100,7
14900,50,56.01,56.1,49.94,49.8,65.35,65.1,70.91,70.6,69.49,65.24,55.7,56.1,62.41,15.91,47.7,-1.203,54.18,51.41,3.563,0.7891,42.44,4.488,0.7834,269.1,214.1,8.2,3.8,41.8,36.9,74.1,78,5.5,48,6,110.1,36,41.1,49,47,13.52,6.161,9.926,20,0,112,109.4,133,95.4,5.6,6.1,50,0,100,80,56,56,48,55.2,62.25,58.45,57.41,54.14,82.11,-20.93,6.07,5.560000000000002,Normal,100,7
14900,50,56.01,56.1,49.94,50,65.35,65.1,70.91,70.6,69.54,65.2,55.7,56.14,62.25,15.42,48.49,-1.658,54.49,51.7,3.95,1.161,42.47,4.511,0.7795,268.4,215.3,8.2,3.5,41.8,36.9,74.1,77.5,5.8,47.8,6.2,110.3,35.9,40.8,49,47,15.17,6.933,9.926,20,0,112.2,109.4,134,96.4,5.5,6.1,50,0,100,80,56,56,48,55.16,62.25,58.41,57.41,52.14,94.76,-17.74,6.07,5.560000000000002,Normal,100,7
14900,50,56.01,56.1,49.94,50,65.31,65.1,70.91,70.8,69.54,65.2,55.7,56.1,62.59,15.39,48.4,-1.198,54.36,51.58,3.574,0.7917,42.46,4.501,0.7811,267.9,214.8,8.4,3.6,41.6,36.7,74.4,78,5.8,48,6.4,110.1,35.7,40.8,49,47,13.52,6.144,9.926,20,0,112.2,109,132.5,94.6,5.7,6.1,50,0,100,80,56,56,48,55.2,62.29,58.41,57.37,52.05,82.38,-17.58,6.07,5.599999999999994,Normal,100,7
14900,50,56.01,56.1,49.9,50,65.31,65,70.87,70.4,69.54,65.2,55.7,56.1,62.35,14.98,48.57,-1.202,54.84,52.05,3.582,0.7934,42.44,4.543,0.7739,268.8,215.2,8,3.5,42,37.1,74.1,77.5,5.5,47.8,6,110.1,36,40.6,49,47,16.04,7.318,9.926,20,0,112.2,109.2,132.5,94.9,5.5,6.1,50,0,100,80,56,56,48,55.2,62.37,58.41,57.41,50.1,85.94,-19.27,6.109999999999999,5.560000000000002,Normal,100,7
14900,50,56.01,56.3,49.9,49.8,65.31,65.1,70.91,70.8,69.54,65.2,55.7,56.1,62.63,15.4,48.43,-1.199,54.94,52.15,3.588,0.7948,42.47,4.548,0.773,268.1,215.6,8,3.6,41.6,36.7,74.4,78,6,48,6,110.1,35.9,41.1,49,47,15.42,7.002,9.926,20,0,112.2,109.4,134,96.4,5.5,6.3,50,0,100,80,56,56,48,55.2,62.42,58.41,57.37,51.2,82.7,-20.54,6.109999999999999,5.599999999999994,Normal,100,7
14900,50,56.01,56.1,49.94,50,65.35,65.1,70.91,70.6,69.54,65.2,55.7,56.1,62.2,15.4,48.45,-1.657,54.32,51.54,3.572,0.7912,42.5,4.494,0.7824,268.2,214.6,8.2,3.5,41.8,36.9,74.1,77.5,5.5,47.8,6,110.1,36.2,40.4,49,47,14.82,6.775,9.926,20,0,112.2,109.2,131.5,95.1,5.5,6.1,50,0,100,80,56,56,48,55.2,62.46,58.41,57.37,50.92,82.32,-17.1,6.07,5.560000000000002,Normal,100,7
14900,50,56.01,56.1,49.94,49.8,65.35,65.1,70.95,70.8,69.54,65.24,55.74,56.1,62.58,15.84,47.93,-1.198,54.37,51.95,3.208,0.7918,42.52,4.496,0.782,267.8,214.8,8,3.5,41.8,36.9,74.1,77.5,6,47.8,6,110.3,35.9,40.6,49,47,13.66,6.206,9.926,20,0,112.2,109.4,134,96,5.5,6.3,50,0,100,80,56,56,48,55.2,62.5,58.41,57.37,52.08,73.94,-22.45,6.07,5.6000000000000085,Normal,100,7
14900,50,56.01,56.1,49.94,50,65.35,65.3,70.95,70.6,69.54,65.24,55.7,56.1,62.7,15.87,48.02,-1.2,54.12,51.35,3.559,0.7882,42.51,4.476,0.7854,268.3,213.8,8.2,3.5,41.8,36.9,74.1,77.5,6,48,6.2,110.1,35.9,40.9,49,47,12.36,5.606,9.926,20,0,112,109.2,133.5,95.6,5.3,6.1,50,0,100,80,56,56,52,55.2,62.54,58.41,57.37,51.89,82.01,-18.58,6.07,5.6000000000000085,Normal,100,7
17000,50,53.6,53.8,50.27,50.3,62.44,62.3,65.59,65.4,64.62,59.38,53.53,53.81,35.31,10.86,58.69,-34.24,29.86,29.27,2.48,1.894,32.36,3.244,1.084,268.9,215.1,7.2,2.3,43.1,38.2,67.7,68,3.4,49.6,6.5,125.2,57.5,29.3,37,36,13.2,10.64,11.53,20,0,114.5,110.7,130,90.8,2.9,3.5,30,0,100,40,47,56,52,55.12,59.3,54.77,54.34,62.23,59.51,134.8,3.3299999999999983,3.1500000000000057,Normal,100,8
17000,50,53.6,53.8,50.27,50.3,62.44,62.3,65.59,65.4,64.58,59.34,53.49,53.77,35.51,11.38,59.03,-34.9,29.92,28.97,2.485,1.53,32.4,3.247,1.083,270.5,215.6,7.5,2.3,42.8,37.9,67.7,68,3.4,49.6,6.7,125.2,57.5,29.8,37,36,12.74,10.2,11.53,20,0,114.5,110.7,131,90.3,3.2,3.5,30,0,100,40,47,56,52,55.12,59.34,54.77,54.34,64.6,59.63,137.8,3.3299999999999983,3.1500000000000057,Normal,100,8
17000,50,53.6,53.8,50.31,50.4,62.44,62.3,65.59,65.4,64.62,59.38,53.49,53.81,35.37,10.88,58.79,-34.3,29.53,28.58,2.851,1.897,32.37,3.208,1.096,269.4,215.4,7.2,2,43.1,38.2,67.4,67.5,3.5,49.6,6.7,125.2,57.6,29.8,37,36,11.84,9.524,11.53,20,0,114.5,110.5,129,90.2,3.1,3.4,30,0,100,40,47,56,52,55.16,59.34,54.77,54.34,62.34,68.41,138.4,3.289999999999999,3.1500000000000057,Normal,100,8
17100,50,53.6,53.8,50.31,50.3,62.48,62.3,65.59,65.4,64.58,59.38,53.53,53.77,35,11.37,58.49,-34.85,29.73,29.14,2.129,1.539,32.38,3.228,1.089,270.1,216.8,7.2,2,42.9,38,67.4,67.5,3.4,49.6,6.5,125.2,57.8,29.3,37,36,13.82,11.23,11.53,20,0,114.7,110.7,130.5,91.7,3.2,3.5,30,0,100,40,47,56,52,55.12,59.34,54.77,54.34,64.51,51.1,135.6,3.289999999999999,3.1100000000000065,Normal,100,8
17100,50,53.64,53.6,50.31,50.3,62.48,62.5,65.59,65.4,64.62,59.34,53.53,53.81,35.15,10.95,59.65,-35.46,30.03,29.07,2.493,1.536,32.41,3.258,1.079,271.2,216.3,7.2,2.3,43.1,38.2,67.7,68,3.7,49.6,6.7,125.2,57.5,29.6,37,36,14.4,11.65,11.53,20,0,114.5,110.7,131,91,3.1,3.5,30,0,100,40,47,56,57,55.12,59.39,54.77,54.34,61.56,59.84,139.1,3.3299999999999983,3.1100000000000065,Normal,100,8
17100,50,53.64,53.8,50.31,50.3,62.48,62.3,65.63,65.6,64.62,59.38,53.53,53.81,35.45,11.36,58.93,-34.84,29.75,28.8,2.471,1.522,32.38,3.231,1.088,270,214.3,7.2,1.8,43.1,38.2,67.4,67.5,3.2,49.6,6.7,125.2,57.6,30,37,36,12.34,9.896,11.53,20,0,114.7,110.7,129,90,3.3,3.5,30,0,100,40,47,56,52,55.12,59.34,54.77,54.34,64.49,59.29,138,3.3299999999999983,3.1499999999999986,Normal,100,8
17100,50,53.6,53.8,50.31,50.4,62.48,62.2,65.59,65.3,64.58,59.38,53.49,53.81,34.98,11.36,58.44,-34.82,29.44,28.49,2.841,1.891,32.38,3.196,1.1,269.9,214.7,7.5,2.4,42.9,38,67.7,68,3.2,49.6,6.6,125.2,57.5,29.8,37,36,12.91,10.5,11.53,20,0,114.5,110.5,130,91,3.1,3.4,30,0,100,40,47,56,52,55.12,59.34,54.77,54.34,64.46,68.19,138.3,3.289999999999999,3.1100000000000065,Normal,100,8
17100,50,53.6,53.8,50.31,50.3,62.48,62.3,65.63,65.4,64.62,59.38,53.53,53.77,35.5,11.38,59,-34.88,29.51,28.92,2.114,1.528,32.35,3.207,1.096,270.4,215.2,7.4,2,42.9,38,67.4,67.5,3.4,49.6,6.7,125,57.8,29.8,37,36,11.3,9.05,11.53,20,0,114.5,110.7,129.5,89.7,3.2,3.5,30,0,100,40,47,56,52,55.12,59.26,54.77,54.34,65.85,50.73,137.8,3.289999999999999,3.1499999999999986,Normal,100,8
17100,50,53.64,53.6,50.27,50.4,62.48,62.2,65.59,65.3,64.58,59.38,53.49,53.77,34.87,11.32,58.26,-34.72,30.42,29.09,2.495,1.167,32.32,3.309,1.063,269.1,216.5,7.5,2.4,42.9,38,67.7,68,3.5,49.6,6.8,125.2,57.5,28.8,37,36,16.66,13.59,11.53,20,0,114.7,110.7,129,89.5,3,3.2,30,0,100,40,47,56,52,55.12,59.22,54.77,54.34,66.19,59.88,134.7,3.369999999999997,3.1100000000000065,Normal,100,8
17100,50,53.6,53.8,50.27,50.3,62.44,62.2,65.59,65.4,64.62,59.34,53.49,53.77,35.5,10.92,59.46,-34.88,29.98,29.03,2.49,1.534,32.37,3.257,1.079,270.4,216,7.3,2,42.8,37.9,67.7,68,3.7,49.5,7,125.2,57.5,29.5,37,36,12.98,10.4,11.53,20,0,114.7,110.7,130.5,91.3,3.1,3.7,30,0,100,40,47,56,52,55.07,59.22,54.77,54.34,63.18,59.76,138.4,3.3299999999999983,3.1500000000000057,Normal,100,8
17100,50,53.6,53.6,50.27,50.4,62.44,62.3,65.63,65.4,64.62,59.34,53.49,53.77,36.04,11.4,59.59,-34.96,29.84,28.89,2.478,1.526,32.37,3.241,1.085,271,215,7.3,2,43.1,38.2,67.4,67.5,2.8,49.6,6.5,125.2,57.8,29.3,37,36,10.57,8.344,11.53,20,0,114.7,110.7,131,91.7,3.2,3.2,30,0,100,40,47,56,52,55.12,59.26,54.81,54.34,65.99,59.46,139.6,3.3299999999999983,3.1899999999999977,Normal,100,8
17100,50,53.6,53.8,50.27,50.3,62.44,62.3,65.59,65.4,64.62,59.34,53.53,53.81,35.32,10.86,59.17,-34.71,30,29.42,2.491,1.903,32.33,3.263,1.077,269.1,216.2,7.4,2,42.9,38,67.4,67.5,3.4,49.6,6.5,125.2,57.6,30,37,36,13.62,10.97,11.53,20,0,114.7,110.7,129,90,3.1,3.5,30,0,100,40,47,56,52,55.07,59.26,54.77,54.34,62.26,59.79,135.3,3.3299999999999983,3.1500000000000057,Normal,100,8
17100,50,53.64,53.8,50.27,50.3,62.44,62.2,65.59,65.4,64.62,59.38,53.49,53.77,35.46,10.91,58.93,-34.38,30.11,28.8,2.47,1.156,32.31,3.277,1.073,270.1,214.3,7.6,2.3,42.8,37.9,67.4,67.5,3.4,49.6,6.8,125,57.6,29.8,37,36,13.52,10.84,11.53,20,0,114.7,110.7,131.5,92.5,3.1,3.4,30,0,100,40,47,56,52,55.12,59.3,54.77,54.34,62.49,59.28,138.1,3.369999999999997,3.1500000000000057,Normal,100,8
20500,45,52,52,45.84,45.8,85.37,85.3,91.39,91,89.19,64.3,51.16,52.17,67.17,24.53,277.9,-235.2,55.4,47.81,9.122,1.534,59.63,3.267,1.076,267.9,216,5.5,3.8,40.1,35.1,94.3,113.7,6.3,43.9,3.8,127.1,33.1,78.4,70,67,18.23,7.719,7.715,20,0,116.4,111.6,139.4,102.7,5.7,6.4,60,0,100,20,49,56,30,55.69,78.26,58.04,55.2,26.08,77.01,221.8,6.159999999999997,6.019999999999996,Normal,100,9
20500,45,52,52,45.84,45.6,85.37,85.3,91.39,91.2,89.19,64.3,51.16,52.17,67.1,24.5,277.6,-235,55.07,47.53,9.068,1.525,59.57,3.25,1.082,267.6,214.7,5.5,3.3,40.1,35.1,94.5,113.2,6.5,44.1,3.8,126.8,32.9,78.1,70,67,17.29,7.33,7.715,20,0,116.2,111.6,139.9,103.6,6.1,6.2,60,0,100,20,49,56,30,55.73,78.3,58.04,55.2,26.05,76.55,221.8,6.159999999999997,6.019999999999996,Normal,100,9
20500,45,51.96,52,45.84,45.8,85.37,85.1,91.35,91.2,89.23,64.3,51.16,52.13,66.7,23.61,278.3,-235.2,54.63,47.46,8.689,1.522,59.79,3.212,1.095,267.9,214.4,5.7,3.3,40.1,35.1,94.5,113.2,6.5,43.9,3.5,127.1,32.3,78.1,70,67,17.34,7.395,7.715,20,0,116.4,111.8,138.5,102.6,5.9,6.2,60,0,100,20,49,56,26,55.69,78.42,58.04,55.2,24.92,73.35,222.2,6.119999999999997,5.97999999999999,Normal,100,9
20500,45,52,52,45.84,45.8,85.37,85.1,91.39,91.2,89.23,64.26,51.16,52.13,67.47,24.18,280,-236.7,55.02,47.48,8.693,1.157,59.66,3.243,1.084,269.1,214.5,5.5,3.3,40.1,35.1,94.5,112.7,6.3,43.9,3.8,127.1,32.3,77.6,70,67,15.9,6.703,7.715,20,0,116.2,111.8,140.4,104.3,5.9,6.4,60,0,100,20,49,56,26,55.69,78.47,58.04,55.2,25.48,73.39,223.5,6.159999999999997,6.019999999999996,Normal,100,9
20500,45,51.96,52,45.84,45.8,85.37,85.3,91.39,91.2,89.19,64.26,51.16,52.13,67.37,24.6,279.2,-236.4,54.94,47.73,8.738,1.531,59.76,3.232,1.088,268.7,215.6,5.3,3.6,40.3,35.3,94.8,113.7,6.3,43.9,3.6,127.1,32,77.9,70,67,16.05,6.776,7.715,20,0,116.4,111.8,139.9,104,6.1,6.4,60,0,100,20,49,56,30,55.73,78.38,58.04,55.2,26.06,73.76,222.8,6.119999999999997,6.019999999999996,Normal,100,9
20500,45,51.96,51.9,45.8,45.6,85.37,85.1,91.39,91,89.19,64.3,51.16,52.09,67.07,24.49,277.4,-234.9,54.61,47.5,8.266,1.149,59.55,3.225,1.09,267.5,212.9,5.3,3.5,40.3,35.3,94.5,113.2,6.3,43.9,3.6,127.1,32.3,77.9,70,67,15.77,6.687,7.715,20,0,116.2,111.8,139,105.5,5.7,6.3,60,0,100,20,49,56,26,55.73,78.42,58.04,55.16,25.9,68.79,221.7,6.160000000000004,6.019999999999996,Normal,100,9
22500,45,48.85,48.8,45.31,45.1,85.25,84.9,88.93,88.5,87.59,58.12,48.74,48.98,41.23,14.97,330,-303.7,31.74,30.79,2.116,1.162,45.33,2.462,1.428,268.7,215.4,4.1,2.5,41.3,36.3,90.7,105.7,4.6,44.8,3.6,139.7,48.7,69.9,52,50,11.96,8.251,9.553,20,0,119.2,113.6,138.5,101.6,3.6,3.5,30,0,100,5,49,56,20,55.93,80.64,50.1,49.71,14.55,50.79,243.6,3.539999999999999,3.680000000000007,Normal,100,10
22500,45,48.85,48.8,45.27,45.3,85.21,85.1,88.93,88.7,87.59,58.12,48.74,49.02,41.87,15.04,331.4,-304.5,32.02,31.07,2.477,1.526,45.34,2.483,1.416,269.8,214.8,4.1,2,41.2,36.3,91,105.7,4.9,44.8,3.5,139.4,48.4,69.4,52,50,10.72,7.28,9.553,20,0,119.2,113.6,139.4,102.3,3.8,3.5,30,0,100,5,49,56,20,55.98,80.59,50.1,49.71,14.66,59.44,244.5,3.5799999999999983,3.720000000000013,Normal,100,10
22600,45,48.85,49,45.27,45.3,85.25,85.1,88.89,88.5,87.55,58.16,48.74,49.02,41.03,15.07,331.1,-305.2,31.74,30.8,2.455,1.512,45.32,2.463,1.428,270.4,213,4.1,2.2,41.2,36.3,90.7,105.7,4.4,44.8,3.8,139.7,49,69.4,52,50,12.66,8.773,9.553,20,0,119,113.3,138,100.8,3.6,3.7,30,0,100,5,49,56,20,55.93,80.55,50.1,49.71,14.69,58.92,245.2,3.5799999999999983,3.640000000000001,Normal,100,10
22600,45,48.85,48.8,45.27,45.3,85.25,84.8,88.89,88.5,87.55,58.16,48.74,49.02,40.94,15.04,330.4,-304.5,32.1,31.15,2.483,1.53,45.36,2.489,1.413,269.8,215.4,4,2,41.2,36.4,91,106.2,4.9,44.6,3.3,139.4,48.7,69.1,52,50,14.28,9.92,9.553,20,0,119.2,113.3,138,100.9,3.6,3.5,30,0,100,5,49,56,17,55.93,80.47,50.1,49.71,14.71,59.6,244.3,3.5799999999999983,3.640000000000001,Normal,100,10
